epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
71,0.4689282648563385,85.98,99.48,1.045232045173645,83.42500000000001,99.425
72,0.44606041898727417,86.5,99.62,1.0355810298919679,83.42500000000001,99.4375
73,0.4590295832157135,85.48,99.53999999999999,1.0351566762924194,83.4375,99.45
74,0.44059539999961855,86.46000000000001,99.68,1.0291480960845947,83.45,99.4375
75,0.44589597697257993,85.96000000000001,99.76,1.0236962718963623,83.42500000000001,99.4375
76,0.4569112882614136,85.39999999999999,99.52,1.0250700330734253,83.7,99.47500000000001
77,0.44317653717994687,86.9,99.64,1.0191460037231446,83.76249999999999,99.47500000000001
78,0.4444390136241913,86.46000000000001,99.68,1.0160138721466065,83.825,99.45
79,0.43353584990501404,86.61999999999999,99.33999999999999,1.0110815677642822,83.75,99.47500000000001
80,0.43107402420043944,86.44,99.76,1.0067088937759399,83.875,99.5125
81,0.44140214128494265,86.0,99.46000000000001,1.0060942106246948,83.8,99.5125
82,0.42756440744400026,86.58,99.62,0.9985377082824707,83.92500000000001,99.5125
83,0.42294873113632203,87.12,99.53999999999999,1.0020516023635864,83.78750000000001,99.47500000000001
84,0.42216853313446046,86.98,99.52,0.9964222612380982,84.075,99.4875
85,0.4254521691799164,86.92,99.66000000000001,0.9886314897537232,84.1125,99.4875
86,0.4218989317417145,86.98,99.64,0.9874826307296753,84.1,99.4875
87,0.42631903719902037,86.6,99.53999999999999,0.9843551521301269,84.15,99.46249999999999
88,0.42168343453407287,86.72,99.68,0.981222113609314,83.975,99.5
89,0.4164175959587097,87.12,99.58,0.975565571308136,84.1625,99.5
90,0.41582111711502073,86.78,99.78,0.9738754243850708,84.2125,99.47500000000001
91,0.41423747925758364,86.68,99.68,0.9700007371902466,84.3375,99.4875
92,0.41603217372894286,86.94,99.68,0.9711467900276184,84.25,99.4875
93,0.4159442962169647,86.68,99.64,0.9729300622940064,84.25,99.4875
94,0.3976638189315796,87.64,99.72,0.9641343412399292,84.3125,99.4875
95,0.40926754364967344,87.0,99.58,0.9621022901535035,84.1375,99.45
96,0.40822780995368957,87.4,99.58,0.9597155032157898,84.275,99.4375
97,0.41371343169212343,86.58,99.56,0.9554791607856751,84.2,99.45
98,0.41597759351730346,86.58,99.6,0.9617002787590027,84.1375,99.4375
99,0.4186860776424408,86.64,99.58,0.9551908307075501,84.26249999999999,99.45
100,0.41007653741836547,87.36,99.64,0.9536493349075318,84.375,99.46249999999999
